assetPath,displayName,prefabName,category,colorNotes,prompt
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Split Shield.asset","Split Shield","Weapon_Shield_06","Shield","Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Split Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Split Tower Shield.asset","Split Tower Shield","Weapon_Shield_Long_06","Shield","Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Split Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sword.asset","Sword","Weapon_Sword_01","Sword","Overall palette reads as palette of muted cyan, brown. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Templar Shield.asset","Templar Shield","Weapon_Shield_15","Shield","Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Templar Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Templar Tower Shield.asset","Templar Tower Shield","Weapon_Shield_Long_08","Shield","Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Templar Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Throwing Knife.asset","Throwing Knife","Weapon_ThowingKnife_01","Dagger","Overall palette reads as brown. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Throwing Knife'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/War Staff.asset","War Staff","Weapon_Staff_01","Focus","Overall palette reads as palette of muted cyan, brown, orange. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'War Staff'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, brown, orange. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Weathered Shield.asset","Weathered Shield","Weapon_Shield_13","Shield","Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Weathered Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Weathered Tower Shield 02.asset","Weathered Tower Shield 02","Weapon_Shield_Long_14","Shield","Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Weathered Tower Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Weathered Tower Shield.asset","Weathered Tower Shield","Weapon_Shield_Long_13","Shield","Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Weathered Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Reaper Scythe.asset","Reaper Scythe","Weapon_PP_Theme_04_Scythe_001","Scythe","Overall palette reads as palette of pale cyan, muted cyan, gold. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Reaper Scythe'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of pale cyan, muted cyan, gold. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Short Sword.asset","Short Sword","Weapon_Straight_Sword_01","Shield","Overall palette reads as gray. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Short Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as gray. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Straight Sword.asset","Straight Sword","Weapon_Straight_Sword_01","Sword","Overall palette reads as gray. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Straight Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as gray. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Melee Weapons/Unarmed.asset","Unarmed","Weapon_Unarmed_01","Sword","Match the exact color blocking visible in the prefab reference.","Create a single game inventory icon PNG of 'Unarmed'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Match the exact color blocking visible in the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Assets/Game/Data/Items/Weapons/Ranged Weapons/Hunting Bow.asset","Hunting Bow","Weapon_Bow_01","Bow","Overall palette reads as palette of dark orange, gold. Keep these same flat color families in the same visible places as the prefab reference.","Create a single game inventory icon PNG of 'Hunting Bow'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark orange, gold. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
